1/22/2018  8:35:05.179 Submitted wifi awd metric <0x9000e> with no error
11/22/2018  8:35:05.387 __WiFiDeviceManagerStateMachineRun: current state: Scanning Previous Network Channel
11/22/2018  8:35:05.387 __WiFiDeviceManagerProcessMultiStageScanResults: current state: Scanning Previous Network Channel
11/22/2018  8:35:05.388 Scanning Previous Network Channel found: Shipping, , Office, , , Mannapov, Guest, PhoneReset, , beta
11/22/2018  8:35:05.388 WiFiNetworkGetSSID: null network ref
11/22/2018  8:35:05.388 __WiFiDeviceManagerProcessMultiStageScanResults: scanned# 10, known# 1, isHS20AccountConfigured 0, topRankedKnownNetwork (null)
11/22/2018  8:35:05.388 WiFiNetworkSetDisabledUntilDate: null disabled until date, removing property
11/22/2018  8:35:05.388 WiFiNetworkSetDisabledUntilDate: null disabled until date, removing property
11/22/2018  8:35:05.388 __WiFiDeviceManagerPrepareCandidates: current state: Scanning Previous Network Channel 
11/22/2018  8:35:05.388 Attempting auto-join for networks in following order: PhoneReset(11), 
11/22/2018  8:35:05.388 Autojoin is processing network 1 of 1 candidates
11/22/2018  8:35:05.388 Attempting auto join association of PhoneReset
11/22/2018  8:35:05.388 Calling OneStats function [AssocStart] here: __WiFiDeviceManagerAssociateCandidate
11/22/2018  8:35:05.388 WiFiMetricsOneStatsRecordAssocStats: OneStats is NOT Configured! No-op here- Returning!
11/22/2018  8:35:05.388 Enqueuing command type: "Association" pending commands: 1
11/22/2018  8:35:05.388 Dequeuing command type: "Association" pending commands: 0
11/22/2018  8:35:05.388 Attempting Apple80211AssociateAsync
11/22/2018  8:35:05.409 __WiFiDeviceRecordLastSSIDInfo: network:PhoneReset assocSuccess:0 
11/22/2018  8:35:05.472 __WiFiDeviceProcessLinkEvent: isLinkDown 0
11/22/2018  8:35:05.473 +[RootNetwork(CustomMethods) getRootNetworkMatchingWiFiNetwork:fromMOC:]: fetch result# 1, error (null)
11/22/2018  8:35:05.473 __WiFiDeviceManagerAddMediaPlaybackStateObserver, isCarplay 0, user forced 0
11/22/2018  8:35:05.473 __WiFiDeviceManagerNowPlayingStateDidChange: Reading Initial State
11/22/2018  8:35:05.475 __WiFiDeviceManagerSetInterfaceRank: setting interface rank kSCNetworkServicePrimaryRankDefault
11/22/2018  8:35:05.476 __WiFiDeviceManagerNowPlayingStateDidChange_block_invoke: Unknown
11/22/2018  8:35:05.476 WiFiNetworkIsEdgeBss: 0:14:d1:af:39:90 - no - {bcnloss:0 trgDisc:0}
11/22/2018  8:35:05.476 Detected multiAP environment for PhoneReset
11/22/2018  8:35:05.476 __WiFiDeviceManagerEvaluateAPEnvironment: Getting AP environment for PhoneReset. Learning period 259200 secs Expiry period 2592000 secs
11/22/2018  8:35:05.476 __WiFiDeviceManagerEvaluateAPEnvironment: AP environment is 4 for PhoneReset(0:14:d1:af:39:70)
11/22/2018  8:35:05.476 WiFiDeviceSetRoamParams: setting roam profile to type 3
11/22/2018  8:35:05.486 __WiFiDeviceManagerEvaluateAPEnvironment: Getting AP environment for PhoneReset. Learning period 259200 secs Expiry period 2592000 secs
11/22/2018  8:35:05.487 __WiFiDeviceManagerEvaluateAPEnvironment: AP environment is 4 for PhoneReset(0:14:d1:af:39:70)
11/22/2018  8:35:05.487 __WiFiLQAMgrSetCurrentNetwork: Joined SSID: PhoneReset BSSID: 0:14:d1:af:39:90 RSSI: -58 Chan: 11 ApEnv: 4
11/22/2018  8:35:05.487 __WiFiDeviceResetCCAHistory
11/22/2018  8:35:05.487 __WiFiDeviceResetRssiHistory
11/22/2018  8:35:05.487 __WiFiLQAMgrLogStats(stationary): Rssi: -58 Cca: 0 TxPer: 0.0% (0) BcnPer: 0.0% (0, 90.0%) RxFrms 0 RxRetryFrames: 0 TxRate: 0 RxRate: 0 FBRate: 0 TxFwFrms: 0 TxFwFail:0 TxReTrans: 0 time: 50822.5secs
11/22/2018  8:35:05.487 __WiFiDeviceManagerLQMEventCallback: null ccaNumRef
11/22/2018  8:35:05.487 _CFPropertyListCreateBinaryData: CFPropertyListCreateWithData returned with error Error Domain=NSCocoaErrorDomain Code=3851 "Property list invalid for format: 200 (property lists cannot contain objects of type 'WiFiNetwork')" UserInfo={NSDebugDescription=Property list invalid for format: 200 (property lists cannot contain objects of type 'WiFiNetwork')}
11/22/2018  8:35:05.488 __WiFiDeviceProcessLinkEvent: Initializing lqm value: rawRssi -58, scaledRssi 0.838377, noise -93, snr 35
11/22/2018  8:35:05.488 __WiFiMetricsManagerPrepareLinkChangeNetworkParams: OUI:00:14:d1 Channel:11(20MHz) Flags:0x82 PhyMode:0x10 Security:0x0 WPA:[Prot:0x0 McastCipher:0x0 UcastCipher:0x0 AKM:0x0 Caps:0x0] HT:[Info:0x11fe AMPDU:0x17 TXBF:0x0 Ext:0xc00 ASEL:0x0] VHT:[Info:0x0]
11/22/2018  8:35:05.489 __WiFiManagerGeoTagNetworkIfApplicable: network: PhoneReset, isWiFiNetworkWaitingToBeGeoTagged 0
11/22/2018  8:35:05.489 __WiFiManagerGeoTagNetwork: PhoneReset
11/22/2018  8:35:05.489 __WiFiManagerGeoTagNetwork: latitude=+29.756422, longitude=-98.692638 Accuracy=65.000000  timeIntervalSinceNow=0.219245secs source=WiFi
11/22/2018  8:35:05.489 freshness 60.000000secs location_age 0.219278secs, lifeSpan 9.000000, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 1
11/22/2018  8:35:05.489 __WiFiManagerGeoTagNetwork: isValid 1
11/22/2018  8:35:05.489 __WiFiManagerUpdateCurrentNetworkWithNewLocation: GEOTAG PhoneReset 
11/22/2018  8:35:05.489 -[WiFiNetworkStoreController setGeoTag:forNetwork:]: PhoneReset[0:14:d1:af:39:90], auth 0, wifiBand 1, 29.756422,-98.692638
11/22/2018  8:35:05.489 Submitted wifi awd metric <0x90009> with no error
11/22/2018  8:35:05.489 __WiFiManagerGeoTagNetwork: LEECHED_LOC_STAT_HIGH_ACCURACY_GEOTAG: GOOD 47, BAD 1
11/22/2018  8:35:05.490 +[RootNetwork(CustomMethods) getRootNetworkMatchingWiFiNetwork:fromMOC:]: fetch result# 1, error (null)
11/22/2018  8:35:05.490 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: existing geotags#1 for PhoneReset
11/22/2018  8:35:05.490 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: did match existing geotag?: YES
11/22/2018  8:35:05.490 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: update the geotag with latest loc
11/22/2018  8:35:05.490 -[WiFiNetworkStoreController mocDidSaveNotification:]: <Thread: 0x16feeb000>
11/22/2018  8:35:05.490 -[WiFiNetworkStoreController saveChildContext]: <Thread: 0x16feeb000> saved !!
11/22/2018  8:35:05.490 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: COREDATA OPERATION TIME 1.197934 ms
11/22/2018  8:35:05.491 -[WiFiNetworkStoreController saveMainContext]: <Thread: 0x16feeb000> saved !!
11/22/2018  8:35:05.491 __WiFiDeviceManagerAttemptNetworkTransition: latitude=+29.756422, longitude=-98.692638 Accuracy=65.000000  timeIntervalSinceNow=0.222030secs source=WiFi
11/22/2018  8:35:05.492 freshness 60.000000secs location_age 0.222066secs, lifeSpan 9.000000, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 1
11/22/2018  8:35:05.492 __WiFiDeviceManagerAttemptNetworkTransition: isLocValid 1
11/22/2018  8:35:05.492 __WiFiDeviceManagerAttemptNetworkTransition: did not try location based logic last time we auto joined
11/22/2018  8:35:05.492 +[RootNetwork(CustomMethods) getAllRootNetworksCountFromMOC:]_block_invoke: error (null), rootNetworksCount 1
11/22/2018  8:35:05.492 +[GeoTag(CustomMethods) getAllGeoTagsFromMOC:]: fetch result# 1, error (null)
11/22/2018  8:35:05.492 -[WiFiNetworkStoreController copyScoreSortedNetworksAvailableAtLocation:]_block_invoke: created network PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/22/2018  8:35:05.492 __WiFiDeviceManagerAttemptNetworkTransition: total time to get location based networks 0.779033ms
11/22/2018  8:35:05.492 __WiFiDeviceManagerAttemptNetworkTransition: score sorted networks (
    "PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1"
)
11/22/2018  8:35:05.492 __WiFiDeviceManagerTransitionToNetwork: topNetwork: PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1, current: PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/22/2018  8:35:05.493 __WiFiDeviceManagerTransitionToNetwork: no need for transition...
11/22/2018  8:35:05.493 __WiFiManagerDeviceLinkCallback_block_invoke: Setting LeakyAP info
11/22/2018  8:35:05.493 WiFiMetricsManagerMetricQueryCallback: <Thread 1876766720> <0x90027>
11/22/2018  8:35:05.493 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDAttemptedStr:PhoneReset, 
11/22/2018  8:35:05.493 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDConnectedToStr:PhoneReset
11/22/2018  8:35:05.493 WiFiMetricsManagerMetricQueryCallback: <Thread 1876766720> <0x90027>
11/22/2018  8:35:05.493 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDAttemptedStr:PhoneReset, 
11/22/2018  8:35:05.493 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDConnectedToStr:PhoneReset
11/22/2018  8:35:05.493 Creating client for "configd"
11/22/2018  8:35:05.493 Submitted wifi awd metric <0x90027> with no error
11/22/2018  8:35:05.493 Submitted wifi awd metric <0x90027> with no error
11/22/2018  8:35:05.495 __WiFiDeviceCheckForIPRenewalWakeupSupport: State:/Network/Interface/en0/ActiveDuringSleepSupported = TRUE
11/22/2018  8:35:05.504 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/22/2018  8:35:05.505 locationd requesting removal of BGScan networks
11/22/2018  8:35:05.505 Preparing background scan request for "PhoneReset" Background Scan Caching is Enabled
11/22/2018  8:35:05.510 WiFiDeviceRequestAssociatedSleep: ActiveDuringSleepRequested is already set (<CFBasicHash 0x100540df0 [0x1b45cf538]>{type = immutable dict, count = 0,
entries =>
}
).
11/22/2018  8:35:05.524 MIS state is Disabled
11/22/2018  8:35:05.524 MIS state queried by "apsd" is Disable
11/22/2018  8:35:05.525 Disable WoW requested by "mediaserverd"
11/22/2018  8:35:05.526 MIS state is Disabled
11/22/2018  8:35:05.526 MIS state queried by "UserEventAgent" is Disable
11/22/2018  8:35:05.526 MIS state is Disabled
11/22/2018  8:35:05.526 MIS state queried by "locationd" is Disable
11/22/2018  8:35:05.526 configd requesting removal of BGScan networks
11/22/2018  8:35:05.527 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/22/2018  8:35:05.527 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/22/2018  8:35:05.527 Removing client for "configd"
11/22/2018  8:35:05.527 MIS state is Disabled
11/22/2018  8:35:05.527 MIS state queried by "imagent" is Disable
11/22/2018  8:35:05.527 MIS state is Disabled
11/22/2018  8:35:05.527 MIS state queried by "CommCenter" is Disable
11/22/2018  8:35:05.527 MIS state is Disabled
11/22/2018  8:35:05.527 MIS state queried by "identityservices" is Disable
11/22/2018  8:35:05.527 MIS state is Disabled
11/22/2018  8:35:05.527 MIS state queried by "mediaserverd" is Disable
11/22/2018  8:35:05.530 MIS state is Disabled
11/22/2018  8:35:05.530 MIS state queried by "callservicesd" is Disable
11/22/2018  8:35:05.535 MIS state is Disabled
11/22/2018  8:35:05.535 MIS state queried by "calaccessd" is Disable
11/22/2018  8:35:05.535 Completed Apple80211AssociateAsync (0 - 0x0)
11/22/2018  8:35:05.535 Joined: PhoneReset
11/22/2018  8:35:05.535 Auto join association completed (0) with current state: Associating, network: PhoneReset
11/22/2018  8:35:05.535 __WiFiDeviceManagerStateMachineRun: current state: Associating
11/22/2018  8:35:05.535 __WiFiDeviceManagerProcessAssociationResult: current state: Associating
11/22/2018  8:35:05.535 WiFiNetworkSetKnownBssUsageData: BSS updated - current BSS: 0:14:d1:af:39:90 (11)
11/22/2018  8:35:05.535 Removing problematic state for PhoneReset, reason N/A reasonData=0
11/22/2018  8:35:05.535 problematic networks =  and potentially problematic networks = 
11/22/2018  8:35:05.535 __WiFiDeviceManagerBGScanBlacklistApplyEnterprisePolicy: ApplyEnterprisePolicy:0 managedProfile:0 enterpriseNetwork:0
11/22/2018  8:35:05.535 Removing BG Scan Trigger Processing for PhoneReset, triggerReason Unblacklisting triggerReasonData=0 
11/22/2018  8:35:05.535 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/22/2018  8:35:05.535 bGScan Blacklisted Networks =  , potentialBgScanBlacklisted Networks =  
11/22/2018  8:35:05.536 WiFiMetricsManagerSubmitAutoJoinSessionRecordsMetric: interface en0 has 2 AJ records to submit...
11/22/2018  8:35:05.536 Calling OneStats function [AssocComplete] here: __WiFiDeviceDispatchQueuedAssociationEvent
11/22/2018  8:35:05.536 WiFiMetricsOneStatsRecordAssocStats: OneStats is NOT Configured! No-op here- Returning!
11/22/2018  8:35:05.536 __WiFiDeviceRecordLastSSIDInfo: network:PhoneReset assocSuccess:1 
11/22/2018  8:35:05.536 __WiFiManagerDidAssociateCallback: network PhoneReset, requestedInformation <CFBasicHash 0x1006992c0 [0x1b45cf538]>{type = mutable dict, count = 1,
entries =>
	2 : <CFString 0x100430070 [0x1b45cf538]>{contents = "reason"} = <CFString 0x10043dbb0 [0x1b45cf538]>{contents = "Associating"}
}

11/22/2018  8:35:05.536 WiFiManagerUpdateNetwork: <thread 0x16fdd3000> merge 1, PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/22/2018  8:35:05.536 Submitted wifi awd metric <0x9004d> with no error
11/22/2018  8:35:05.538 WiFiManagerUpdateNetwork: hiddenChanged=0 captiveChanged=0
11/22/2018  8:35:05.538 __WiFiManagerCheckNetworkExpiry: network count 3
11/22/2018  8:35:05.538 __WiFiManagerCheckNetworkExpiry: minTexpire 0.000000, deltaTexpire 564590105.538947
11/22/2018  8:35:05.538 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/22/2018  8:35:05.539 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/22/2018  8:35:05.539 __WiFiManagerDeviceManagerApplier: set policies (null)
11/22/2018  8:35:05.539 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/22/2018  8:35:05.540 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/22/2018  8:35:05.540 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/22/2018  8:35:05.540 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/22/2018  8:35:05.540 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/22/2018  8:35:05.540 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/22/2018  8:35:05.540 WiFiManagerSetUserAutoJoinState: current state is already 1
11/22/2018  8:35:05.540 WiFiManagerSetUserAutoJoinState: checking for networks disabled due to trigger association (2)
11/22/2018  8:35:05.540 __WiFiManagerCheckNetworksDisabledUntil: Checking networks disabled until date (removeAll 1)
11/22/2018  8:35:05.540 WiFiManagerGetUserAutoJoinState: user auto join state 1
11/22/2018  8:35:05.541 MIS state is Disabled
11/22/2018  8:35:05.541 MIS state queried by "nanoregistryd" is Disable
11/22/2018  8:35:05.542 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/22/2018  8:35:05.542 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/22/2018  8:35:05.542 __WiFiManagerDeviceManagerApplier: set policies (null)
11/22/2018  8:35:05.542 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/22/2018  8:35:05.543 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/22/2018  8:35:05.543 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/22/2018  8:35:05.543 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/22/2018  8:35:05.543 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/22/2018  8:35:05.543 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/22/2018  8:35:05.543 apsd[106] is a wow client
11/22/2018  8:35:05.543 WoW is Enabled, 1 WoW Clients
11/22/2018  8:35:08.521 Received kIOMessageSystemWillSleep
11/22/2018  8:35:08.521 System Sleep notification, Disabling auto-join
11/22/2018  8:35:08.531 __WiFiManagerSetEnableState: state FALSE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/22/2018  8:35:08.531 Disabling automatic association
11/22/2018  8:35:08.531 Auto-join deferral canceled.
11/22/2018  9:15:41.074 WiFiLocaleManagerCheckLocale: locale <US> was determined at 11/22/18, 8:24:43 AM Central Standard Time, has been valid for 50.97 mins [cache timeout 60.00 mins] 
11/22/2018  9:15:41.074 __WiFiVirtualInterfaceProcessAwdlStatisticsEvent: received APPLE80211_M_AWDL_STATISTICS event.
11/22/2018  9:15:41.075 WiFiMetricsManagerProcessAwdlUsageData: submitting AWDL metrics: duration:40
11/22/2018  9:15:41.075 Received kIOMessageSystemWillPowerOn
11/22/2018  9:15:41.075 System wake reason: AOP.PMU pin26 rtc
11/22/2018  9:15:41.075 System Powered ON notification Re-enabling auto-join
11/22/2018  9:15:41.076 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/22/2018  9:15:41.076 Enabling automatic association
11/22/2018  9:15:41.076 AJScan: Filtered networks - PhoneReset 
11/22/2018  9:15:41.076 __WiFiDeviceManagerStateMachineRun: current state: Idle
11/22/2018  9:15:41.076 __WiFiDeviceManagerIsGeotagged5GhzNetworkPresent: location is older than 120 secs
11/22/2018  9:15:41.076 Attempting multi-stage auto join mStageAutoJoinAttempts=0
11/22/2018  9:15:41.076 __WiFiDeviceManagerScanPreviousNetworkChannel: latitude=+29.756422, longitude=-98.692638 Accuracy=65.000000  timeIntervalSinceNow=2435.806599secs source=WiFi
11/22/2018  9:15:41.076 freshness 60.000000secs location_age 2435.806648secs, lifeSpan 9.000000, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 0
11/22/2018  9:15:41.076 __WiFiDeviceManagerScanPreviousNetworkChannel: isValid 0
11/22/2018  9:15:41.076 multi-stage auto-join: Scanning for previous network PhoneReset on channel 11
11/22/2018  9:15:41.076 Performing auto-join broadcast scan with a modified dwell time of 110ms on channels: 11 
11/22/2018  9:15:41.076 AJScan: Scan-{PrevChannel Inactive FullReset DevEnable}  Expecting-[0NW, 0Hid, 0HS20, 0HS] @ {stationary, 29.756, -98.693, 65.0m, -2435.8secs}]
11/22/2018  9:15:41.076 Enqueuing command type: "Scan" pending commands: 0
11/22/2018  9:15:41.077 WiFiLocaleManagerCheckLocale: locale <US> was determined at 11/22/18, 8:24:43 AM Central Standard Time, has been valid for 50.97 mins [cache timeout 60.00 mins] 
11/22/2018  9:15:41.077 Dequeuing command type: "Scan" pending commands: 0
11/22/2018  9:15:41.077 Attempting Apple80211ScanAsync on en0
11/22/2018  9:15:41.077 __WiFiDeviceCopyPreparedScanResults: maxAge 0 seconds, numCacheEntries: 0, cacheEntryUsable 0, cacheUsable 0, scanResultsFound 0, scanResults count: 0, scanChannelSet count: 0 
11/22/2018  9:15:41.077 __WiFiDeviceCopyPreparedScanResults: network records count: 0 
11/22/2018  9:15:41.082 Submitted wifi awd metric <0x90013> with no error
11/22/2018  9:15:41.138 __WiFiVirtualInterfaceProcessAWDLRealTimeModeEvent: didStart 0
11/22/2018  9:15:41.145 WiFiMetricsManagerProcessAwdlUsageData: submitting AWDL metrics: duration:0
11/22/2018  9:15:41.145 Submitted wifi awd metric <0x90013> with no error
11/22/2018  9:15:41.148 __WiFiDeviceManagerAwdlRealTimeModeEventCallback: AwdlRealTime: Before 0, Now 0
11/22/2018  9:15:41.158 WiFiDeviceIsChannelSupportedForRanging: channel 0 is supported for ranging, suggested channel 0
11/22/2018  9:15:41.158 WiFiDeviceIsMultipleChannelRangingSupported: multiple channel ranging is supported
11/22/2018  9:15:41.160 Submitting SDB TDM Metric: <AWDWiFiSDB: 0x10063f830> {
}
11/22/2018  9:15:41.160 Submitted wifi awd metric <0x90052> with no error
11/22/2018  9:15:41.162 age diff 9.000000, accuracy diff 0.000000
11/22/2018  9:15:41.162 didUpdateLocations: latitude=+29.756422, longitude=-98.692638 Accuracy=65.000000  timeIntervalSinceNow=2426.892792secs source=WiFi
11/22/2018  9:15:41.164 WiFiDeviceIsSWCorrectionRequiredForRanging: SW correction is not needed for ranging on this device
11/22/2018  9:15:41.168 WiFiDeviceIsChannelSupportedForRanging: channel 0 is supported for ranging, suggested channel 0
11/22/2018  9:15:41.168 WiFiDeviceIsMultipleChannelRangingSupported: multiple channel ranging is supported
11/22/2018  9:15:41.171 WiFiDeviceIsSWCorrectionRequiredForRanging: SW correction is not needed for ranging on this device
11/22/2018  9:15:41.172 __WiFiDeviceManagerAwdlAvailableCallback: AWDL availability changed to TRUE
11/22/2018  9:15:41.173 __WiFiDeviceCopyLinkChangedSubReasonString: Apple80211ReturnToString failed 1
11/22/2018  9:15:41.173 __WiFiDeviceProcessDriverAvailableEvent: driver availability:false, reason:PowerOff(0xe0821804), subreason:(null)(0x0) 

11/22/2018  9:15:41.173 __WiFiDeviceProcessDriverAvailableEvent: driver programCounter:(0x0),  linkRegister:(0x0), fileName: lineNumber:(0) functionName: 

11/22/2018  9:15:41.173 __WiFiManagerDispatchDeviceAvailable: driver availability false

11/22/2018  9:15:41.200 Aborting EAP
11/22/2018  9:15:41.200 Aborted current auto-join session.
11/22/2018  9:15:41.201 __WiFiAWDManagerPrepareWatchdogMetric: WatchdogMetric : reason(PowerOff) functionName() fileName() 

11/22/2018  9:15:41.201 Submitted wifi awd metric <0x9000e> with no error
11/22/2018  9:15:41.203 __WiFiDeviceProcessLinkEvent: isLinkDown 1
11/22/2018  9:15:41.203 __WiFiDeviceManagerRemoveMediaPlaybackStateObserver
11/22/2018  9:15:41.204 AJScan: Filtered networks - PhoneReset 
